id	name_jp	name	tag
3388	鑑定・0xD3C	Appraise 0xD3C	
3389	鑑定・0xD3D	Appraise 0xD3D	
3390	鑑定・0xD3E	Appraise 0xD3E	
3391	鑑定・0xD3F	Appraise 0xD3F	
3392	鑑定・0xD40	Appraise 0xD40	
3393	鑑定・0xD41	Appraise 0xD41	
3394	鑑定・0xD42	Appraise 0xD42	
3395	鑑定・0xD43	Appraise 0xD43	
3396	鑑定・0xD44	Appraise 0xD44	
3397	鑑定・0xD45	Appraise 0xD45	
3398	鑑定・0xD46	Appraise 0xD46	
3399	鑑定・0xD47	Appraise 0xD47	
3400	鑑定・0xD48	Appraise 0xD48	
3401	鑑定・0xD49	Appraise 0xD49	
3402	鑑定・0xD4A	Appraise 0xD4A	
3403	鑑定・0xD4B	Appraise 0xD4B	
3404	鑑定・0xD4C	Appraise 0xD4C	
3405	鑑定・0xD4D	Appraise 0xD4D	
3406	鑑定・0xD4E	Appraise 0xD4E	
3407	鑑定・0xD4F	Appraise 0xD4F	
3408	鑑定・0xD50	Appraise 0xD50	
3409	鑑定・0xD51	Appraise 0xD51	
3410	鑑定・0xD52	Appraise 0xD52	
3411	鑑定・0xD53	Appraise 0xD53	
3412	鑑定・0xD54	Appraise 0xD54	
3413	鑑定・0xD55	Appraise 0xD55	
3414	鑑定・0xD56	Appraise 0xD56	
3415	鑑定・0xD57	Appraise 0xD57	
3416	鑑定・0xD58	Appraise 0xD58	
3417	鑑定・0xD59	Appraise 0xD59	
3418	鑑定・0xD5A	Appraise 0xD5A	
3419	鑑定・0xD5B	Appraise 0xD5B	
3420	鑑定・0xD5C	Appraise 0xD5C	
3421	鑑定・0xD5D	Appraise 0xD5D	
3422	鑑定・0xD5E	Appraise 0xD5E	
3423	鑑定・0xD5F	Appraise 0xD5F	
3424	鑑定・0xD60	Appraise 0xD60	
3425	鑑定・0xD61	Appraise 0xD61	
3426	鑑定・0xD62	Appraise 0xD62	
3427	鑑定・0xD63	Appraise 0xD63	
3428	鑑定・0xD64	Appraise 0xD64	
3429	鑑定・0xD65	Appraise 0xD65	
3430	鑑定・0xD66	Appraise 0xD66	
3431	鑑定・0xD67	Appraise 0xD67	
3432	鑑定・0xD68	Appraise 0xD68	
3433	鑑定・0xD69	Appraise 0xD69	
3434	鑑定・0xD6A	Appraise 0xD6A	
3435	鑑定・0xD6B	Appraise 0xD6B	
3436	鑑定・0xD6C	Appraise 0xD6C	
3437	鑑定・0xD6D	Appraise 0xD6D	
3438	鑑定・0xD6E	Appraise 0xD6E	
3439	鑑定・0xD6F	Appraise 0xD6F	
3440	鑑定・0xD70	Appraise 0xD70	
3441	鑑定・0xD71	Appraise 0xD71	
3442	鑑定・0xD72	Appraise 0xD72	
3443	鑑定・0xD73	Appraise 0xD73	
3444	鑑定・0xD74	Appraise 0xD74	
3445	鑑定・0xD75	Appraise 0xD75	
3446	鑑定・0xD76	Appraise 0xD76	
3447	鑑定・0xD77	Appraise 0xD77	
3448	鑑定・0xD78	Appraise 0xD78	
3449	鑑定・0xD79	Appraise 0xD79	
3450	鑑定・0xD7A	Appraise 0xD7A	
3451	鑑定・0xD7B	Appraise 0xD7B	
3452	鑑定・0xD7C	Appraise 0xD7C	
3453	鑑定・0xD7D	Appraise 0xD7D	
3454	鑑定・0xD7E	Appraise 0xD7E	
3455	鑑定・0xD7F	Appraise 0xD7F	
3456	鑑定・0xD80	Appraise 0xD80	
3457	鑑定・0xD81	Appraise 0xD81	
3458	鑑定・0xD82	Appraise 0xD82	
3459	鑑定・0xD83	Appraise 0xD83	
3460	鑑定・0xD84	Appraise 0xD84	
3461	鑑定・0xD85	Appraise 0xD85	
3462	鑑定・0xD86	Appraise 0xD86	
3463	鑑定・0xD87	Appraise 0xD87	
3464	鑑定・0xD88	Appraise 0xD88	
3465	鑑定・0xD89	Appraise 0xD89	
3466	鑑定・0xD8A	Appraise 0xD8A	
3467	鑑定・0xD8B	Appraise 0xD8B	
3468	鑑定・0xD8C	Appraise 0xD8C	
3469	鑑定・0xD8D	Appraise 0xD8D	
3470	鑑定・0xD8E	Appraise 0xD8E	
3471	鑑定・0xD8F	Appraise 0xD8F	
3472	鑑定・0xD90	Appraise 0xD90	
3473	鑑定・0xD91	Appraise 0xD91	
3474	鑑定・0xD92	Appraise 0xD92	
3475	鑑定・0xD93	Appraise 0xD93	
3476	鑑定・0xD94	Appraise 0xD94	
3477	鑑定・0xD95	Appraise 0xD95	
3478	鑑定・0xD96	Appraise 0xD96	
3479	鑑定・0xD97	Appraise 0xD97	
3480	鑑定・0xD98	Appraise 0xD98	
3481	鑑定・0xD99	Appraise 0xD99	
3482	鑑定・0xD9A	Appraise 0xD9A	
3483	鑑定・0xD9B	Appraise 0xD9B	
3484	鑑定・0xD9C	Appraise 0xD9C	
3485	鑑定・0xD9D	Appraise 0xD9D	
3486	鑑定・0xD9E	Appraise 0xD9E	
3487	鑑定・0xD9F	Appraise 0xD9F	
3488	鑑定・0xDA0	Appraise 0xDA0	
3489	鑑定・0xDA1	Appraise 0xDA1	
3490	鑑定・0xDA2	Appraise 0xDA2	
3491	鑑定・0xDA3	Appraise 0xDA3	
3492	鑑定・0xDA4	Appraise 0xDA4	
3493	鑑定・0xDA5	Appraise 0xDA5	
3494	鑑定・0xDA6	Appraise 0xDA6	
3495	鑑定・0xDA7	Appraise 0xDA7	
3496	鑑定・0xDA8	Appraise 0xDA8	
3497	鑑定・0xDA9	Appraise 0xDA9	
3498	鑑定・0xDAA	Appraise 0xDAA	
3499	鑑定・0xDAB	Appraise 0xDAB	
3500	鑑定・0xDAC	Appraise 0xDAC	
3501	鑑定・0xDAD	Appraise 0xDAD	
3502	鑑定・0xDAE	Appraise 0xDAE	
3503	鑑定・0xDAF	Appraise 0xDAF	
3504	鑑定・0xDB0	Appraise 0xDB0	
3505	鑑定・0xDB1	Appraise 0xDB1	
3506	鑑定・0xDB2	Appraise 0xDB2	
3507	鑑定・0xDB3	Appraise 0xDB3	
3508	鑑定・0xDB4	Appraise 0xDB4	
3509	鑑定・0xDB5	Appraise 0xDB5	
3510	鑑定・0xDB6	Appraise 0xDB6	
3511	鑑定・0xDB7	Appraise 0xDB7	
3512	鑑定・0xDB8	Appraise 0xDB8	
3513	鑑定・0xDB9	Appraise 0xDB9	
3514	鑑定・0xDBA	Appraise 0xDBA	
3515	鑑定・0xDBB	Appraise 0xDBB	
3516	鑑定・0xDBC	Appraise 0xDBC	
3517	鑑定・0xDBD	Appraise 0xDBD	
3518	鑑定・0xDBE	Appraise 0xDBE	
3519	鑑定・0xDBF	Appraise 0xDBF	
3520	鑑定・0xDC0	Appraise 0xDC0	
3521	鑑定・0xDC1	Appraise 0xDC1	
3522	鑑定・0xDC2	Appraise 0xDC2	
3523	鑑定・0xDC3	Appraise 0xDC3	
3524	鑑定・0xDC4	Appraise 0xDC4	
3525	鑑定・0xDC5	Appraise 0xDC5	
3526	鑑定・0xDC6	Appraise 0xDC6	
3527	鑑定・0xDC7	Appraise 0xDC7	
3528	鑑定・0xDC8	Appraise 0xDC8	
3529	鑑定・0xDC9	Appraise 0xDC9	
3530	鑑定・0xDCA	Appraise 0xDCA	
3531	鑑定・0xDCB	Appraise 0xDCB	
3532	鑑定・0xDCC	Appraise 0xDCC	
3533	鑑定・0xDCD	Appraise 0xDCD	
3534	鑑定・0xDCE	Appraise 0xDCE	
3535	鑑定・0xDCF	Appraise 0xDCF	
3536	鑑定・0xDD0	Appraise 0xDD0	
3537	鑑定・0xDD1	Appraise 0xDD1	
3538	鑑定・0xDD2	Appraise 0xDD2	
3539	鑑定・0xDD3	Appraise 0xDD3	
3540	鑑定・0xDD4	Appraise 0xDD4	
3541	鑑定・0xDD5	Appraise 0xDD5	
3542	鑑定・0xDD6	Appraise 0xDD6	
3543	鑑定・0xDD7	Appraise 0xDD7	
3544	鑑定・0xDD8	Appraise 0xDD8	
3545	鑑定・0xDD9	Appraise 0xDD9	
3546	鑑定・0xDDA	Appraise 0xDDA	
3547	鑑定・0xDDB	Appraise 0xDDB	
3548	鑑定・0xDDC	Appraise 0xDDC	
3549	鑑定・0xDDD	Appraise 0xDDD	
3550	鑑定・0xDDE	Appraise 0xDDE	
3551	鑑定・0xDDF	Appraise 0xDDF	
3552	鑑定・0xDE0	Appraise 0xDE0	
3553	鑑定・0xDE1	Appraise 0xDE1	
3554	鑑定・0xDE2	Appraise 0xDE2	
3555	鑑定・0xDE3	Appraise 0xDE3	
3556	鑑定・0xDE4	Appraise 0xDE4	
3557	鑑定・0xDE5	Appraise 0xDE5	
3558	鑑定・0xDE6	Appraise 0xDE6	
3559	鑑定・0xDE7	Appraise 0xDE7	
3560	鑑定・0xDE8	Appraise 0xDE8	
3561	鑑定・0xDE9	Appraise 0xDE9	
3562	鑑定・0xDEA	Appraise 0xDEA	
3563	鑑定・0xDEB	Appraise 0xDEB	
3564	鑑定・0xDEC	Appraise 0xDEC	
3565	鑑定・0xDED	Appraise 0xDED	
3566	鑑定・0xDEE	Appraise 0xDEE	
3567	鑑定・0xDEF	Appraise 0xDEF	
3568	鑑定・0xDF0	Appraise 0xDF0	
3569	未使用01	Not Used01	
3570	未使用02	Not Used02	
3571	未使用03	Not Used03	
3572	未使用04	Not Used04	
3573	未使用05	Not Used05	
3574	未使用06	Not Used06	
3575	未使用07	Not Used07	
3576	未使用08	Not Used08	
3577	未使用09	Not Used09	
3578	未使用10	Not Used10	
3579	未使用11	Not Used11	
3580	未使用12	Not Used12	
3581	未使用13	Not Used13	
3582	未使用14	Not Used14	
3583	鑑定・0xDFF	Appraise 0xDFF	
